Unnamed: 0,question,query,schema
64466,What is the average profits in billion for companies in the tech industry?,SELECT AVG(profits_in_billion) FROM company WHERE industry LIKE '%tech%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64467,How many companies operate in the finance industry?,SELECT COUNT(*) FROM company WHERE industry LIKE '%finance%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64468,What is the average sales in billion for companies in the tech industry?,SELECT AVG(sales_in_billion) FROM company WHERE industry LIKE '%tech%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64470,How many gas stations have more than 10 employees?,SELECT COUNT(*) FROM gas_station WHERE station_id > 10,"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64471,What is the total profits in billion for each company?,"SELECT name, SUM(profits_in_billion) as total_profits FROM company GROUP BY name","
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64472,How many companies are in the auto parts industry?,SELECT COUNT(*) FROM company WHERE industry LIKE '%auto parts%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64473,What is the average assets in billion for companies in the energy sector?,SELECT AVG(assets_in_billion) FROM company WHERE industry LIKE '%energy%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64474,What is the average market value in billion for companies in the real estate industry?,SELECT AVG(market_value_in_billion) FROM company WHERE industry LIKE '%real estate%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64475,How many companies have operations in more than 3 countries?,SELECT COUNT(*) FROM company WHERE market_value_in_billion > 3,"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64476,What is the average sales in billion for companies in the real estate industry?,SELECT AVG(sales_in_billion) FROM company WHERE industry LIKE '%real estate%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64477,What is the average assets in billion for companies in the financial sector?,SELECT AVG(assets_in_billion) FROM company WHERE industry LIKE '%financial%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64478,What are the top 3 companies with the highest profits in billion?,"SELECT name, profits_in_billion FROM company ORDER BY profits_in_billion DESC LIMIT 3","
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64479,How many gas stations are operated by companies in the tech industry?,SELECT COUNT(*) FROM gas_station gs JOIN company c ON gs.station_id = c.company_id WHERE c.industry LIKE '%tech%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64480,What is the average profits in billion for companies in the financial sector?,SELECT AVG(profits_in_billion) FROM company WHERE industry LIKE '%financial%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64481,What is the average market value in billion for companies in the energy sector?,SELECT AVG(market_value_in_billion) FROM company WHERE industry LIKE '%energy%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64483,What is the average sales in billion for companies in the financial sector?,SELECT AVG(sales_in_billion) FROM company WHERE industry LIKE '%financial%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64484,What are the top 3 companies with the highest assets in billion?,"SELECT name, assets_in_billion FROM company ORDER BY assets_in_billion DESC LIMIT 3","
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64485,How many gas stations are operated by companies in the real estate industry?,SELECT COUNT(*) FROM gas_station gs JOIN company c ON gs.station_id = c.company_id WHERE c.industry LIKE '%real estate%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64486,What is the average profits in billion for companies in the real estate sector?,SELECT AVG(profits_in_billion) FROM company WHERE industry LIKE '%real estate%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64487,What is the average assets in billion for companies in the software industry?,SELECT AVG(assets_in_billion) FROM company WHERE industry LIKE '%software%',"
CREATE TABLE company (
	company_id REAL, 
	name TEXT, 
	headquarters TEXT, 
	industry TEXT, 
	sales_in_billion REAL, 
	profits_in_billion REAL, 
	assets_in_billion REAL, 
	market_value_in_billion REAL
)


CREATE TABLE gas_station (
	station_id INTEGER, 
	open_year INTEGER, 
	location TEXT, 
	manager_name TEXT, 
	vice_manager_name TEXT, 
	representative_name TEXT
)


CREATE TABLE station_company (
	station_id INTEGER, 
	company_id INTEGER, 
	rank_of_the_year INTEGER
)"
64489,What is the highest population density state in the USA?,"SELECT state_name, AVG(density) AS density FROM state GROUP BY state_name ORDER BY density DESC LIMIT 1","
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64490,What is the longest river in the world?,SELECT river_name FROM river WHERE LENGTH >= (SELECT MAX(length) FROM river),"
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64492,What are the top 3 states with the highest populations?,"SELECT state_name, population FROM state ORDER BY population DESC LIMIT 3","
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64493,What is the largest lake in the world?,SELECT lake_name FROM lake WHERE area = (SELECT MAX(area) FROM lake),"
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64495,What is the lowest point on the Earth's surface?,SELECT lowest_point FROM highlow WHERE lowest_point = (SELECT MIN(lowest_point) FROM highlow),"
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64496,What is the longest river in South America?,SELECT river_name FROM river WHERE LENGTH >= (SELECT MAX(length) FROM river) AND country_name = 'South America',"
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64497,What is the capital of the state with the highest population?,SELECT capital FROM state WHERE population = (SELECT MAX(population) FROM state),"
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
64498,What is the highest mountain in Asia?,SELECT name FROM mountain WHERE height = (SELECT MAX(height) FROM mountain) AND country = 'Asia',"
CREATE TABLE border_info (
	state_name TEXT, 
	border TEXT
)


CREATE TABLE city (
	city_id INTEGER, 
	city TEXT, 
	hanzi TEXT, 
	hanyu_pinyin TEXT, 
	regional_population INTEGER, 
	gdp REAL
)


CREATE TABLE highlow (
	state_name TEXT, 
	highest_elevation TEXT, 
	lowest_point TEXT, 
	highest_point TEXT, 
	lowest_elevation TEXT
)


CREATE TABLE lake (
	lake_name TEXT, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	state_name TEXT
)


CREATE TABLE mountain (
	mountain_id INTEGER, 
	name TEXT, 
	height REAL, 
	prominence REAL, 
	range TEXT, 
	country TEXT
)


CREATE TABLE river (
	river_name TEXT, 
	length INTEGER, 
	country_name TEXT, 
	traverse TEXT
)


CREATE TABLE state (
	state_name TEXT, 
	population INTEGER, 
	area DOUBLE PRECISION, 
	country_name TEXT, 
	capital TEXT, 
	density DOUBLE PRECISION
)"
